State,Company,City,Number of Workers,WARN Received Date,Effective Date,Closure/Layoff,Temporary/Permanent,Union,Region,County,Industry,Notes
New York,Victoria's Secret (5th Avenue store & Herald Square store),New York,740,08/31/2020,04/05/2020,Temporary Plant Closing,,,New York City,New York,Retail store,Unforeseeable business circumstances prompted by COVID- 19.
New York,"Tapestry, Inc.",New York,290,08/31/2020,03/13/2020,Temporary Plant Closing/Plant Layoff,,,New York City,New York,American multinational luxury fashion holding company,Unforeseeable business circumstances prompted by COVID- 19.
New York,"Galaxy Restaurants Catering Group, LP aka Constellation",Bronx,210,08/31/2020,03/16/2020,Temporary Plant Closing/Plant Layoff,,,New York City,Bronx,Restaurant,Unforeseeable business circumstances prompted by COVID- 19.
New York,Access - Supports for Living Inc. (at U.S. Merchant Marine Academy),Kings Point,53,08/28/2020,11/30/2020,Plant Closing,,,Long Island,Nassau,Service academy in Nassau County,Termination of Access’s service contract with the U.S. Merchant Marine Academy.
New York,Aramark (at Pricewaterhouse Coopers),New York,35,08/28/2020,03/25/2020,Temporary Plant Closing/Plant Layoff,,,New York City,New York,Food Services,Unforeseeable business circumstances prompted by COVID- 19.
New York,Kleinfeld Bridal Corp.,New York,107,08/28/2020,04/05/2020,Temporary Plant Layoff,,,New York City,New York,Retail Bridal store,Unforeseeable business circumstances prompted by COVID- 19.
New York,"The International Academy of Hope (""iHOPE"")",New York,56,08/27/2020,05/01/2020,Temporary Plant Closing,,,New York City,New York,"serves children, adolescents, and young adults from ages 5 years to 21 years old, who have sustained acquired brain injuries or other brain based disorders who cannot be served in their local school systems.",Unforeseeable business circumstances prompted by COVID- 19
New York,"Compass Group USA, Inc. dba Chartwells Higher Education (at New York University)",New York,71,08/26/2020,08/31/2020,Partial Closing/Layoff,,,New York City,New York,Food Services,Unforeseeable business circumstances prompted by COVID- 19 and contract termination by Samsung.
New York,"Brooks Brothers Group, Inc. (retail store and corporate offices)",New York,160,08/26/2020,03/21/2020,Temporary Plant Closing,,,New York City,New York,Retail Clothing Store and corporate offices,Unforeseeable business circumstances prompted by COVID- 19 and sale of the business.
New York,"ABM Aviation, Inc.",East Elmhurst,31,08/25/2020,08/28/2020,Plant Layoff,,,New York City,Queens,Transportation,Unforeseeable business circumstances prompted by COVID- 19.
New York,"ABM Aviation, Inc.",Jamaica,40,08/25/2020,08/28/2020,Plant Layoff,,,New York City,Queens,Transportation,Unforeseeable business circumstances prompted by COVID- 19
New York,Trump Restaurants LLC,New York,33,08/24/2020,03/16/2020,Temporary Plant Closing,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19.
New York,741 Eighth Avenue Owners LLC dba Hotel Riu Plaza New York Times Square,New York,129,08/24/2020,03/22/2020,Temporary Plant Closing,,,New York City,New York,Hotel,Unforeseeable business circumstances prompted by COVID- 19
New York,"Mosaic Sales Solutions US Operating Co., LLC (at Samsung Store #837, Manhattan)",New York,45,08/21/2020,09/19/2020,Plant Closing,,,New York City,New York,Advertising Services,Unforeseeable business circumstances prompted by COVID- 19 and contract termination by Samsung.
New York,"Compass Group USA, Inc. dba Chartwells (at Barnard College)",New York,91,08/20/2020,03/14/2020,Plant Closing,,,New York City,New York,Foodservice and support services,Unforeseeable business circumstances prompted by COVID- 19
New York,Centric Brands Inc. (Corporate office),New York,3,08/20/2020,08/31/2020,Plant Layoff,,,New York City,New York,"Brand collective that designs, sources, markets and sells high quality products in the kids, men's and women's apparel, accessories, beauty and entertainment segments.",Unforeseeable business circumstances prompted by COVID- 19
New York,Morandi L.P. dba Morandi,New York,106,08/20/2020,03/16/2020,Temporary Plant Closing,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,Minetta Lane L.P. dba Minetta Tavern,New York,93,08/20/2020,03/15/2020,Temporary Plant Closing,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"Restaurant Associates (200 Vesey Street, NYC)",New York,80,08/20/2020,03/27/2020,Temporary Plant Closing/Plant Layoff,,,New York City,New York,Food Services,Unforeseeable business circumstances prompted by COVID- 19.
New York,"Ocinomled, Ltd d/b/a Delmonico's",New York,121,08/19/2020,03/16/2020,Plant Closing,,,New York City,New York,Manage Full- Service Restaurants,Unforeseeable business circumstances prompted by COVID- 19
New York,American Technical Ceramics Corp. (Phase 5),Huntington Station,27,08/19/2020,11/20/2020,Plant Closing,,,Long Island,Suffolk,Manufacturer of capacitors,Economic
New York,"ABM Aviation, Inc. (Taxi Operations with Port Authority of New York and New Jersey - LGA Airport)",Flushing,55,08/19/2020,08/22/2020,Plant Layoff,,,New York City,New York,Supports commercial aviation,Unforeseeable business circumstances prompted by COVID- 19
New York,Penny Lane Management L.P.,New York,22,08/19/2020,03/16/2020,Temporary Plant Layoff,,,New York City,New York,Manage Full- Service Restaurants,Unforeseeable business circumstances prompted by COVID- 19
New York,"Compass Group USA, Inc. dba FLIK (30 Rockefeller Plaza)",New York,38,08/18/2020,08/31/2020,Plant Closing,,,New York City,Queens,Food services,Unforeseeable business circumstances prompted by COVID- 19
New York,"Compass Group USA, Inc. dba FLIK (at British Airways Lounge, JFK Airport, Queens)",Queens,90,08/18/2020,08/31/2020,Plant Closing,,,New York City,Queens,Food services,Unforeseeable business circumstances prompted by COVID- 19
New York,"Gowanda REM-tronics, LLC",Dunkirk,69,08/17/2020,11/15/2020,Plant Closing,,,Western Region,Chautauqua,Contract manufacturer of electronic products.,Economic
New York,"Hornblower Cruises & Events, LLC",New York,502,08/17/2020,03/18/2020,Temporary Plant Closing/Plant Layoff,,,New York City,New York,Cruises and Events,Unforeseeable business circumstances prompted by COVID- 19
New York,"Windy Gates, Soho, Inc. dba Balthazar Restaurant (80 Spring St., NYC)",New York,224,08/14/2020,03/16/2020,Temporary Plant Closing,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"The Leading Hotels of the World, Ltd. (485 Lexington Ave., NYC)",New York,63,08/13/2020,04/21/2020,Temporary Plant Layoff/Plant Layoff,,,New York City,New York,Hotel,Unforeseeable business circumstances prompted by COVID- 19
New York,The Racquet and Tennis Club,New York,33,08/12/2020,03/22/2020,Temporary Plant Closing,,,New York City,New York,Fitness and recreational sports facility,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Ardsley Travel Plaza, Hastings On Hudson)",Hastings on Hudson,16,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mid-Hudson Region,Westchester,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Chittenango Service Area Rd, Canastota)",Canastota,10,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mohawk Valley Region,Madison,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Clifton Springs Travel Plaza, Clifton Springs)",Clifton Springs,2,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Finger Lakes Region,Ontario,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Iroquois Travel Plaza Box 583, Little Falls)",Little Falls,7,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mohawk Valley Region,Herkimer,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (New Baltimore Travel Plaza, New Baltimore)",New Baltimore,23,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Capital Region,Greene,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Pattersonville Travel Plaza, Pattersonville)",Pattersonville,12,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Capital Region,Schenectady,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Plattekill Travel Plaza, Plattekill)",Plattekill,14,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mid-Hudson Region,Ulster,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Sloatsburg Travel Plaza, Sloatsburg)",Sloatsburg,9,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mid-Hudson Region,Rockland,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Travel Plaza Rt 5 S, Little Falls)",Little Falls,5,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mohawk Valley Region,Herkimer,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Ulster Travel Plaza, Ruby)",Ruby,7,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mid-Hudson Region,Ulster,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Junius Ponds Travel Plaza, Phelps)",Phelps,2,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Finger Lakes Region,Ontario,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Oneida Travel Plaza, Westmoreland)",Westmoreland,6,08/12/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Mohawk Valley Region,Oneida,Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"New Roc Fec, LLC",New Rochelle,124,08/11/2020,03/16/2020,Temporary Plant Closing,,,Mid-Hudson Region,Westchester,Amusement Parks & Arcades Industry,Unforeseeable business circumstances prompted by COVID- 19
New York,"289 Hospitality, LLC dba Marquee NY (NYC)",New York,2,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"BD Stanhope, LLC dba TAO Downtown (NYC)",New York,6,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,Bowery Hospitality Associates LLC dba Vandal (NYC),New York,8,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"Chelsea Hospitality Associates LLC dba Feroce, Bar Feroce, and Fleur Room (Moxy Chelsea F&B) (NYC)",New York,6,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,Guapo Bodega LLC dba Beauty & Essex NY (NYC),New York,12,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,Seventh Hospitality LLC dba Legasea Magic Hour and Bar Moxy (Moxy Times Square F&B) (NYC),New York,8,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"China Management LLC , (NYC offices)",New York,8,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant (offices),Unforeseeable business circumstances prompted by COVID- 19
New York,"11th Street Hospitality LLC dba Cathedrale, Alphabet Bar and Little Sister (Moxy EV F&B) (NYC)",New York,5,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,Asia Five Eight LLC dba TAO Uptown (NYC),New York,4,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,Madison Entertainment Associates LLC dba LAVO NY (NYC),New York,2,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"Ninth Avenue Hospitality LLC dba Bodega Negra, Electric Room, and PHD (Dream Downtown F&B) (NYC)",New York,11,08/11/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (Albany Int'l Airport, 737 Albany Shaker Rd., Albany)",Albany,65,08/11/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,Capital Region,Albany,Airport Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,"HMSHost (LaGuardia Airport Terminal B Suite 3600, Flushing)",Flushing,154,08/11/2020,03/11/2020,Temporary Plant Layoff/Plant Layoff,,,New York City,Queens,Airport Food Service,Unforeseeable business circumstances prompted by COVID- 19
New York,St. Peter's Health Partners (Albany-Troy) and St. Peter's Health Partners Medical Associates (Albany),Albany/Troy,76,08/10/2020,11/09/2020,Plant Unit Closing,,,Capital Region,Albany,Healthcare Facility,Economic
New York,"LTF Club Management Company, LLC (Life Time Garden City)",Town of Hempstead,219,08/10/2020,03/30/2020,Temporary Plant Closing,,,Long Island,Nassau,Fitness Center,Unforeseeable business circumstances prompted by COVID- 19
New York,"LTF Club Management Company, LLC (Life Time Syosset)",Syosset,312,08/10/2020,03/30/2020,Temporary Plant Closing,,,Long Island,Nassau,Fitness Center,Unforeseeable business circumstances prompted by COVID- 19
New York,"LTF Club Management Company, LLC (Life Time Westchester) (Harrison)",Harrison,308,08/10/2020,03/30/2020,Temporary Plant Closing,,,Mid-Hudson Region,Westchester,Fitness Center,Unforeseeable business circumstances prompted by COVID- 19
New York,"LTF Club Management Company, LLC (Life Time Chappaqua)",Chappaqua,131,08/10/2020,03/30/2020,Temporary Plant Closing,,,Mid-Hudson Region,Westchester,Fitness Center,Unforeseeable business circumstances prompted by COVID- 19
New York,"LTF Club Management Company, LLC (Life Time Sky Manhattan)",New York,129,08/10/2020,03/30/2020,Temporary Plant Closing,,,New York City,New York,Fitness Center,Unforeseeable business circumstances prompted by COVID- 19
New York,"55th Street Hospitality Holdings, LLC dba The Ricky Fishbowl and PHD Terrace (Dream Midtown F&B) (NYC)",New York,3,08/10/2020,08/10/2020,Temporary Plant Layoff,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"Lady M Manufacturing, LLC (Long Island City Factory)",Long Island City,45,08/10/2020,03/30/2020,Temporary Plant Layoff/Plant Layoff,,,New York City,Queens,Bakery - factory,Unforeseeable business circumstances prompted by COVID- 19
New York,"Hudson Yards Grill, LLC dba TAK Room Restaurant",New York,76,08/07/2020,03/17/2020,Plant Closing,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"Humphrey's Bakery Inc. dba Balthazar Bakery (80 Spring St., NYC)",New York,42,08/07/2020,03/16/2020,Temporary Plant Closing,,,New York City,New York,Bakery,Unforeseeable business circumstances prompted by COVID- 19
New York,"Amsterdam Printing Litho, Inc.",Amsterdam,130,08/07/2020,03/30/2020,Temporary Plant Layoff,,,Mohawk Valley Region,Montgomery,Sign manufacturer,Unforeseeable business circumstances prompted by COVID- 19
New York,"Compass Group USA, Inc. dba Flik Hospitality (47 West 66th St., NYC)",New York,26,08/06/2020,10/06/2020,Plant Layoff,,,New York City,New York,Dining and Hospitality,Unforeseeable business circumstances prompted by COVID- 19
New York,"The Courtyard by Marriott JFK (145-11 North Conduit Ave., Jamaica)",Jamaica,47,08/05/2020,03/26/2020,Temporary Plant Layoff,,,New York City,Queens,Hotel,Unforeseeable business circumstances prompted by COVID- 19
New York,"The Courtyard by Marriott Long Island City (29-15 Queens Plaza North, LIC)",Long Island City,22,08/05/2020,03/26/2020,Temporary Plant Layoff,,,New York City,Queens,Hotel,Unforeseeable business circumstances prompted by COVID- 19
New York,"MSG Sports, LLC (2 Penn Plaza, NYC)",New York,53,08/04/2020,08/07/2020,Plant Layoff,,,New York City,New York,Sports Entertainment,Unforeseeable business circumstances prompted by COVID- 19
New York,"ADESA New York, LLC (ADESA Long Island)",Yaphank,44,08/04/2020,10/03/2020,Plant Layoff,,,Long Island,Suffolk,"Support, tools and services to buy and sell used vehicles via hosted auctions online",Unforeseeable business circumstances prompted by COVID- 19
New York,ADESA Syracuse (Cicero),Cicero,1,08/04/2020,10/03/2020,Plant Layoff,,,Central Region,Onondaga,"Support, tools and services to buy and sell used vehicles via hosted auctions online",Unforeseeable business circumstances prompted by COVID- 19
New York,"MSG Entertainment Group, LLC and its affiliate, Radio City Productions (6 NYC sites)",New York,349,08/04/2020,08/07/2020,Plant Layoff,,,New York City,New York,Convention Center,Unforeseeable business circumstances prompted by COVID- 19
New York,"ADESA New York, LLC (Buffalo)",Akron,46,08/04/2020,10/03/2020,Plant Layoff,,,Western Region,Erie,"Support, tools and services to buy and sell used vehicles via hosted
 auctions online",Unforeseeable business circumstances prompted by COVID- 19
New York,Neiman Marcus Group (Neiman Marcus store),New York,257,08/03/2020,11/03/2020,Plant Closing,,,New York City,New York,Luxury Retail Store,Unforeseeable business circumstances prompted by COVID- 19
New York,"Crystal Run Health Plan, LLC",Middletown,1,08/03/2020,10/30/2020,Plant Closing,,,Mid-Hudson Region,Orange,Health Plans,Economic
New York,"TL Transportation, LLC",Rochester,76,08/03/2020,11/07/2020,Plant Closing,,,Finger Lakes Region,Monroe,Transportation service,Contract Loss
New York,American Medical Depot,Schenectady,18,08/03/2020,08/03/2020,Plant Layoff,,,Capital Region,Schenectady,Medical supply company,Unforeseeable business circumstances prompted by COVID- 19
New York,"Pyramid Management Group, LLC",West Nyack,38,08/03/2020,10/31/2020,Plant Layoff,,,Mid-Hudson Region,Rockland,Shopping Mall Developer (Janitorial services),Outsourcing
New York,"Maximus, Inc. (at U.S. Census Bureau)",New York,221,08/03/2020,10/31/2020,Plant Layoff,,,New York City,New York,Outsourcing Company,Contract completion
New York,"Allpoints Trucking and Courier Service, Inc. dba Thruway Direct (Bethpage)",Bethpage,99,08/01/2020,10/30/2020,Plant Closing,,,Long Island,Nassau,Trucking and Courier Services,Non work order renewal
New York,"Allpoints Trucking and Courier Service, Inc. dba Thruway Direct (Rochester)",Rochester,140,08/01/2020,10/30/2020,Plant Closing,,,Finger Lakes Region,Monroe,Trucking and Courier Services,Non work order renewal
New York,Slip Anchor LP dba Augustine Restaurant,New York,86,07/31/2020,03/16/2020,Plant Closing,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19.
New York,Neiman Marcus Group (Last Call store),Deer Park,24,07/31/2020,10/31/2020,Plant Closing,,,Long Island,Suffolk,Luxury department store,Unforeseeable business circumstances prompted by COVID- 19
New York,Aramark (at 4 JP Morgan Chase & Co. NYC sites),Jamaica,90,07/31/2020,10/31/2020,Plant Layoff/Temporary Plant Layoff,,,New York City,Queens,Food services,Unforeseeable business circumstances prompted by COVID- 19
New York,"Tommy Bahama R & R Holdings, Inc.",New York,70,07/31/2020,03/31/2020,Temporary Plant Closing,,,New York City,New York,Retail Store,Unforeseeable business circumstances prompted by COVID- 19
New York,TGI Office Automation,Brooklyn,84,07/31/2020,03/25/2020,Temporary Plant Layoff,,,New York City,Kings,Office equipment supplier,Unforeseeable business circumstances prompted by COVID- 19
New York,"Sterling, Inc. (122 Fifth Avenue New York)",New York,38,07/30/2020,10/31/2020,Plant Layoff,,,New York City,New York,Jeweler,Unforeseeable business circumstances prompted by COVID- 19
New York,Republic Airways Inc. (LaGuardia Airport & 7 North Drive),Flushing,234,07/30/2020,10/01/2020,Temporary Plant Layoff,,,New York City,Queens,Regional airline subsidiary of Republic Airways Holdings,Unforeseeable business circumstances prompted by COVID- 19
New York,"Flying Food Group, LLC (JFK International Airport)",Jamaica,434,07/29/2020,10/01/2020,Temporary Layoff,,,New York City,Queens,Food services,Unforeseeable business circumstances prompted by COVID- 19
New York,Restaurant Associates (at American Museum of Natural History),New York,66,07/29/2020,03/12/2020,Plant Layoff/Temp. Plant Closing,,,New York City,New York,Dining Management,Unforeseeable business circumstances prompted by COVID- 19
New York,Madame Tussaud's New York LLC,New York,136,07/29/2020,04/05/2020,Temporary Plant Closing,,,New York City,New York,Museum,Unforeseeable business circumstances prompted by COVID- 19
New York,"Remington Arms Company, LLC",Ilion,717,07/28/2020,09/29/2020,Possible Plant Closing/Possible Plant Layoff,,,Mohawk Valley Region,Herkimer,"Small Arms, Ordnance and Ordnance Accessories Mfg",Economic
New York,IS Chrystie Management LLC dba Public Hotel,New York,85,07/28/2020,03/13/2020,Temporary Plant Closing,,,New York City,New York,Hotel,Unforeseeable business circumstances prompted by COVID- 19
New York,New York Health & Racquet Club (5 NYC sites),New York,462,07/27/2020,03/31/2020,Plant Closing,,,New York City,New York,Athletic Club,Unforeseeable business circumstances prompted by COVID- 19
New York,Solomon R. Guggenheim Museum Foundation,New York,66,07/27/2020,03/13/2020,Temporary Plant Closing,,,New York City,New York,Museum,Unforeseeable business circumstances prompted by COVID- 19
New York,"Compass Group USA, Inc. dba Chartwells (at St. John's University-Jamaica)",Jamaica,46,07/27/2020,03/16/2020,Temporary Plant Closing/Plant Layoff,,,New York City,Queens,Food Services,Unforeseeable business circumstances prompted by COVID- 19
New York,"Rainbow Room, LLC",New York,157,07/27/2020,03/13/2020,Temporary Plant Closing/Plant Layoff,,,New York City,New York,Iconic dining & entertainment venue,Unforeseeable business circumstances prompted by COVID- 19
New York,IPIC Theaters LLC,New York,206,07/27/2020,03/27/2020,Temporary Plant Closing/Plant Layoff,,,New York City,New York,Upscale cinema chain,Unforeseeable business circumstances prompted by COVID- 19
New York,"Compass Group USA, Inc. dba Chartwells (at SUNY College at Old Westbury)",Old Westbury,82,07/27/2020,03/16/2020,Temporary Plant Closing/Plant Layoff,,,Long Island,Nassau,Food services,Unforeseeable business circumstances prompted by COVID- 19
New York,Culinart Group (at Deutsche Bank),New York,34,07/27/2020,03/16/2020,Temporary Plant Layoff/Plant Layoff,,,New York City,New York,Restaurant to encourage you to maintain a healthy lifestyle,Unforeseeable business circumstances prompted by COVID- 19
New York,"Chartwells Higher Education (at Purchase College, Purchase)",Purchase,83,07/24/2020,07/24/2020,Temporary Clsoing,,,Mid-Hudson Region,Westchester,Food service contract,Unforeseeable business circumstances prompted by COVID- 19
New York,Systemize Logistics (Rochester),Rochester,68,07/24/2020,10/24/2020,Plant Closing,,,Finger Lakes Region,Monroe,Amazon Delivery Service Partner,Non-renewal of contract with Amazon to provide delivery services.
New York,"H.M.S. Productions, LLC",New York,51,07/24/2020,07/31/2020,Plant Layoff,,,New York City,New York,Garment Manufacturer,Unforeseeable business circumstances prompted by COVID- 19
New York,"Restaurant Associates (388 Greenwich St., NYC)",New York,30,07/24/2020,07/27/2020,Plant Layoff/Temporary Plant Layoff,,,New York City,New York,Food services,Unforeseeable business circumstances prompted by COVID- 19
New York,Chartwells Higher Education (at The New School),New York,32,07/24/2020,07/27/2020,Temporary Plant Closing,,,New York City,New York,Food service contract,Unforeseeable business circumstances prompted by COVID- 19
New York,Victoria Home,Ossining,110,07/23/2020,10/23/2020,Plant Closing,,,Mid-Hudson Region,Westchester,Nursing Home,Economic
New York,Guest Services (at Bear Mountain Inn),Tomkins Cove,40,07/23/2020,03/28/2020,Plant Layoff,,,Mid-Hudson Region,Rockland,Premier hospitality management,Unforeseeable business circumstances prompted by COVID- 19
New York,"AT&T (M&E Marketing Unit) (1 Rockefeller Plaza, NYC)",New York,54,07/23/2020,10/22/2020,Plant Unit Closing,,,New York City,New York,Marketing,Economic
New York,"Victoria's Secret (722 Lexington Ave., NYC)",New York,56,07/22/2020,04/05/2020,Plant Closing,,,New York City,New York,Retail,Unforeseeable business circumstances prompted by COVID- 19
New York,"BBRC, LP dba Bouchon Bakery",New York,43,07/22/2020,03/17/2020,Plant Closing,,,New York City,New York,Bakery,Economic
New York,"TLC West, LLC (Applebee's Camillus restaurant) (5241 W. Genesee St.)",Camillus,32,07/22/2020,10/25/2020,Plant Closing,,,Central Region,Onondaga,Restaurant,Economic
New York,Lower East Side Tenement Museum,New York,76,07/22/2020,03/13/2020,Plant Layoff,,,New York City,New York,Museum,Unforeseeable business circumstances prompted by COVID- 19
New York,"Faculty Student Association of State University of New York at Buffalo, Inc., dba Campus Dining and Shops, and UBFSA Services LLC dba Three Pillars Catering",Buffalo,1401,07/22/2020,03/17/2020,Temporary Plant Closing,,,Western Region,Erie,Catering Services,Unforeseeable business circumstances prompted by COVID- 19
New York,Sheraton LaGuardia East Hotel,Flushing,69,07/22/2020,03/13/2020,Temporary Plant Layoff/ Plant Layoff,,,New York City,Queens,Hotel,Unforeseeable business circumstances prompted by COVID- 19
New York,"CVS Health (CVS Pharmacy, Inc.) (45 South Service Rd., Plainview)",Plainview,74,07/21/2020,10/23/2020,Plant Closing,,,Long Island,Nassau,Pharmacy,"Opening up facilities in Maspeth and Albany, New York."
New York,Greif Packing LLC,Tonawanda,44,07/20/2020,09/18/2020,Plant Closing,,,Western Region,Erie,Manufacturer,Economic
New York,CulinArt Group (at United Nations),New York,88,07/20/2020,03/01/2020,Temporary Plant Closing,,,New York City,New York,Culinary school,Unforeseeable business circumstances prompted by COVID- 19
New York,Pret A Manger (USA) Ltd. (several NYC shops),New York,876,07/17/2020,04/03/2020,Plant Closing/Temp. Plant Closing,,,New York City,New York,Restaurant,Unforeseeable business circumstances prompted by COVID- 19
New York,"Big Bowl, LLC dba Frames Bowling Lounge",New York,48,07/17/2020,03/15/2020,Temporary Plant Closing,,,New York City,New York,Bowling Lounge,Unforeseeable business circumstances prompted by COVID- 19
New York,Envoy Air Inc. (JFK and LaGuardia),Queens,578,07/17/2020,10/01/2020,Temporary Plant Layoff,,,New York City,New York,Air carrier,Unforeseeable business circumstances prompted by COVID-19
New York,David Yurman Enterprises LLC,New York,98,07/16/2020,06/30/2020,Plant Layoff,,,New York City,New York,Privately held American designer jewelry company,Unforeseeable business circumstances prompted by COVID- 19
New York,"J. C. Penney Corporation, Inc. (Design Office, 200 Lafayette St., NYC)",New York,31,07/15/2020,10/13/2020,Plant Closing,,,New York City,New York,Retail,Unforeseeable business circumstances prompted by COVID- 19
New York,Victoria's Secret (SoHo VSL store),New York,67,07/15/2020,04/05/2020,Plant Closing,,,New York City,New York,Retail,Unforeseeable business circumstances prompted by COVID- 19
New York,"Advance Local Media, LLC",Staten Island,35,07/15/2020,10/19/2020,Plant Closing,,,New York City,Richmond,Digital media and marketing companies,Unforeseeable business circumstances prompted by COVID- 19
New York,Saratoga Casino Holdings LLC,Saratoga Springs,401,07/15/2020,03/16/2020,Possible Temporary Plant Closing,,,Capital Region,Saratoga,Casino,Unforeseeable business circumstances prompted by COVID- 19
New York,"American Airlines, Inc.",Flushing,2301,07/15/2020,10/01/2020,Temporary Plant Layoff/Plant Layoff,,,New York City,Queens,Air carrier,Unforeseeable business circumstances prompted by COVID- 19
New York,Airport Management Services and Hudson Group (at Port Authority of New York and New Jersey),New York,107,07/14/2020,07/31/2020,Plant Layoff,,,New York City,New York,Airport Management Services,Unforeseeable business circumstances prompted by COVID-19
New York,"Airport Management Services and Hudson Group (at Grand Central Station, NYC)",New York,34,07/14/2020,07/31/2020,Plant Layoff,,,New York City,New York,Airport Management Services,Unforeseeable business circumstances prompted by COVID- 19.
New York,Airport Management Services and Hudson Group (at John F. Kennedy International Airport),Queens,287,07/14/2020,07/31/2020,Plant Layoff,,,New York City,Queens,Airport Management Services,Unforeseeable business circumstances prompted by COVID- 19.
New York,Airport Management Services and Hudson Group (at LaGuardia Airport),Queens,78,07/14/2020,07/31/2020,Plant Layoff,,,New York City,Queens,Airport Management Services,Unforeseeable business circumstances prompted by COVID- 19.
New York,Airport Management Services and Hudson Group (at Pennsylvania Station),New York,122,07/14/2020,07/31/2020,Plant Layoff,,,New York City,New York,Airport Management Services,Unforeseeable business circumstances prompted by COVID- 19.
New York,"Restaurant Associates (Lincoln Center Plaza, NYC)",New York,83,07/14/2020,03/13/2020,Temporary Plant Closing,,,New York City,New York,Hospitality,Unforeseeable business circumstances prompted by COVID- 19
New York,RHM 88 LLC at Millennium Hilton New York One Un Plaza,New York,162,07/14/2020,03/15/2020,Temporary Plant Layoff,,,New York City,New York,Hotel,Unforeseeable business circumstances prompted by COVID- 19
New York,"CDL New York, LLC at Millennium Hilton NYC Downtown",New York,192,07/14/2020,03/15/2020,Temporary Plant Layoff,,,New York City,New York,Hotel,Unforeseeable business circumstances prompted by COVID- 19
